ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-282739,MapQuest,241.0,3,2016-11-27 10:57:08,2016-11-27 11:26:46,32.923939000000004,-96.769295,,,0.01,One lane blocked due to accident on US-75 Eastbound at I-635.,,LBJ Fwy E,R,Dallas,Dallas,TX,75251,US,US/Central,KADS,2016-11-27 10:47:00,57.2,,88.0,30.01,8.0,SSE,13.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-161486,MapQuest,201.0,2,2016-12-21 17:40:35,2016-12-21 18:25:22,41.614887,-93.698975,,,0.01,Accident on US-6 Hickman Rd Eastbound at 59th St.,5901.0,Hickman Rd,R,Urbandale,Polk,IA,50322,US,US/Central,KDSM,2016-12-21 17:54:00,41.0,31.1,57.0,30.09,10.0,NW,23.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2023396,Bing,,2,2018-12-11 19:32:33,2018-12-11 20:02:04,27.90922,-82.34078000000001,27.898120000000002,-82.34684,0.852,At US-301/Exit 254 - Accident.,,I-75 S,R,Riverview,Hillsborough,FL,33578,US,US/Eastern,KTPF,2018-12-11 19:15:00,50.0,,82.0,30.3,10.0,NNW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1819869,Bing,,2,2016-07-14 10:12:26,2016-07-14 16:12:26,42.11613,-87.77745,42.11763,-87.77837,0.114,At Tower Rd/Exit 31 - Accident.,1780.0, Tower Rd,R,Northbrook,Cook,IL,60062,US,US/Central,KPWK,2016-07-14 09:52:00,79.0,,60.0,29.89,10.0,WSW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1290139,MapQuest,201.0,2,2018-03-29 06:13:42,2018-03-29 06:43:15,35.389587,-80.847862,,,0.0,Accident on Verhoeff Dr at US-21 Statesville Rd.,12501.0,Statesville Rd,L,Huntersville,Mecklenburg,NC,28078,US,US/Eastern,KJQF,2018-03-29 06:15:00,59.0,,77.0,30.06,10.0,SSW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1061850,MapQuest,222.0,3,2018-06-07 18:19:07,2018-06-07 18:48:45,35.873043,-84.320091,,,0.0,Queueing traffic and left lane blocked due to accident on I-40 Westbound near Exit 364 US-321.,,I-40 W,R,Lenoir City,Loudon,TN,37771,US,US/Eastern,KTYS,2018-06-07 17:53:00,86.0,,31.0,30.01,10.0,ENE,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-798949,MapQuest,201.0,3,2018-11-28 17:07:37,2018-11-28 17:37:11,39.37294,-76.746765,,,0.0,Accident on I-695 anticlockwise at Exit 19 I-795.,,I-695 S,R,Pikesville,Baltimore County,MD,21208,US,US/Eastern,KDMH,2018-11-28 17:54:00,35.1,,48.0,29.88,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-482933,MapQuest,201.0,3,2017-06-28 07:04:59,2017-06-28 07:49:19,38.803619,-76.999039,,,0.0,Left lane blocked due to accident on I-95 Capital Beltway Southbound at Exit 3B MD-414 Oxon Hill Rd.,,Capital Beltway S,R,Oxon Hill,Prince George's,MD,20745,US,US/Eastern,KDCA,2017-06-28 06:52:00,63.0,,65.0,30.17,10.0,WSW,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2008536,Bing,,2,2019-01-19 15:19:29,2019-01-19 15:49:27,32.930440000000004,-96.75804000000001,32.91695,-96.76702,1.068,At I-635/Exit 21 - Accident. Lane blocked.,,US-75 S,R,Dallas,Dallas,TX,75243,US,US/Central,KADS,2019-01-19 15:47:00,37.4,26.6,56.0,30.22,10.0,NNW,21.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-83643,MapQuest,201.0,3,2016-10-13 12:34:11,2016-10-13 13:22:00,34.125099,-118.272774,,,0.01,Right hand shoulder blocked due to accident on I-5 Northbound at Exits 141 141A 141B Los Feliz Blvd.,,I-5 N,R,Los Angeles,Los Angeles,CA,90027,US,US/Pacific,KCQT,2016-10-13 12:47:00,75.0,,55.0,30.0,7.0,North,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1354228,MapQuest,201.0,3,2018-01-01 14:01:51,2018-01-01 14:46:37,39.56638,-104.87244399999999,,,0.0,Accident on I-25 Southbound at Exit 195 County Line Rd.,,E County Line Rd,R,Englewood,Arapahoe,CO,80112,US,US/Mountain,KAPA,2018-01-01 13:53:00,32.0,28.7,48.0,30.26,10.0,North,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-293052,MapQuest,201.0,2,2016-08-05 10:41:02,2016-08-05 11:11:02,29.675471999999996,-95.429565,,,0.0,Accident on Main St at Bellfort St.,,W Bellfort St,R,Houston,Harris,TX,77025,US,US/Central,KMCJ,2016-08-05 10:35:00,89.6,,62.0,29.96,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1909990,Bing,,3,2017-04-28 15:16:04,2017-04-28 21:16:04,29.812790000000003,-95.40872,29.81285,-95.40279,0.35600000000000004,At Yale St/Shepherd Dr - Accident.,,I-610 E,R,Houston,Harris,TX,77008,US,US/Central,KMCJ,2017-04-28 15:15:00,86.0,,66.0,29.63,5.0,SSE,13.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1952411,Bing,,2,2017-06-21 11:01:24,2017-06-21 17:01:24,38.019841,-122.26507099999999,38.016943,-122.267738,0.247,At CA-4 - Accident.,,I-80 W,R,Hercules,Contra Costa,CA,94547,US,US/Pacific,KCCR,2017-06-21 10:53:00,78.1,,50.0,29.73,10.0,NW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-54750,MapQuest,201.0,2,2016-12-07 20:44:23,2016-12-07 21:28:24,32.717135999999996,-117.103043,,,0.01,Lane blocked on exit ramp and right hand shoulder blocked due to accident on CA-94 Eastbound at Exit 3 I-805.,,I-805 S,R,San Diego,San Diego,CA,92102,US,US/Pacific,KSAN,2016-12-07 20:51:00,57.9,,75.0,30.16,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1655740,MapQuest,201.0,2,2017-09-28 09:51:51,2017-09-28 10:36:24,34.153896,-118.27548200000001,,,0.0,Right shoulder and #4 lane blocked due to accident on CA-134 Westbound after San Fernando Rd.,5563.0,San Fernando Rd,L,Glendale,Los Angeles,CA,91203,US,US/Pacific,KBUR,2017-09-28 09:53:00,75.9,,29.0,29.91,10.0,ESE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-782395,MapQuest,201.0,3,2018-11-19 09:50:20,2018-11-19 10:20:02,33.859955,-118.30915800000001,,,0.0,HOV lane blocked due to accident on I-405 Northbound before Exit 38B CA-213 Western Ave.,,I-405 N,R,Gardena,Los Angeles,CA,90248,US,US/Pacific,KHHR,2018-11-19 09:53:00,64.9,,32.0,30.08,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1930199,Bing,,4,2017-05-19 09:46:32,2017-05-19 15:46:32,33.318833000000005,-83.98931,33.326522,-84.006629,1.1320000000000001,Closed between GA-16/W 3rd St and Walter Moore Rd - Road closed due to accident.,101.0, Samuel Barber Rd,L,Jackson,Butts,GA,30233,US,US/Eastern,K6A2,2017-05-19 09:55:00,77.0,,78.0,30.15,10.0,South,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1674685,MapQuest,201.0,3,2017-08-07 17:54:41,2017-08-07 18:24:11,42.433113,-82.922737,,,0.0,Right hand shoulder blocked due to accident on I-94 Westbound after Allard Ave.,,Edsel Ford Fwy E,R,Harper Woods,Wayne,MI,48225,US,US/Eastern,KDET,2017-08-07 17:53:00,77.0,,45.0,29.98,10.0,NW,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1551951,MapQuest,201.0,2,2017-10-11 06:25:33,2017-10-11 06:54:56,42.526092999999996,-71.06617,,,0.0,Left lane blocked due to accident on 128 Southbound before Main St.,30.0,Main St,L,Lynnfield,Essex,MA,01940-2510,US,US/Eastern,KBVY,2017-10-11 06:53:00,57.9,,90.0,30.11,10.0,North,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-640328,MapQuest,201.0,3,2019-01-09 18:43:25,2019-01-09 19:28:09,42.178005,-86.26164200000001,,,0.0,Left lane blocked due to accident on I-94 Eastbound after Exit 41 M-140.,,I-94 E,R,Watervliet,Berrien,MI,49098,US,US/Eastern,KBEH,2019-01-09 18:46:00,21.9,9.8,75.0,30.26,2.0,WNW,12.7,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2218774,Bing,,2,2017-08-31 18:14:11,2017-09-01 00:14:11,40.75895,-73.99948,40.766,-74.02331,1.339,Between 39th St/40th St and Lincoln Tunnel West - Accident.,504.0, 11th Ave,R,New York,New York,NY,10018-1013,US,US/Eastern,KNYC,2017-08-31 17:51:00,77.0,,52.0,29.9,10.0,Variable,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1198574,MapQuest,201.0,2,2018-04-13 07:10:26,2018-04-13 07:40:05,41.285022999999995,-95.999794,,,0.0,Accident on NE-64 Radial Hwy Westbound at 56th St.,5598.0,NW Radial Hwy,R,Omaha,Douglas,NE,68104-3560,US,US/Central,KOMA,2018-04-13 06:52:00,60.1,,64.0,29.33,10.0,East,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-885511,MapQuest,201.0,2,2018-09-07 18:14:45,2018-09-07 18:44:33,31.7628,-106.490669,,,0.0,Accident on TX-20 Mesa St at Wyoming Ave.,,US-180 W,R,El Paso,El Paso,TX,79902,US,US/Mountain,KELP,2018-09-07 17:51:00,81.0,,38.0,29.88,10.0,Calm,,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1463436,MapQuest,201.0,2,2017-12-23 12:20:45,2017-12-23 12:51:00,33.989883,-117.91341399999999,,,0.0,Accident on Colima Rd near Stoner Creek Rd.,17900.0,Colima Rd,R,City Of Industry,Los Angeles,CA,91748-1853,US,US/Pacific,KFUL,2017-12-23 11:53:00,64.9,,16.0,30.17,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1766318,Bing,,4,2016-12-19 05:38:46,2016-12-19 11:38:46,42.02016,-88.27099,42.02025,-88.26375999999999,0.371,Closed between IL-31/State St and IL-25/Illinois Ave/Lavoie Ave - Road closed due to accident.,,US-20 W,R,Elgin,Kane,IL,60120,US,US/Central,KDPA,2016-12-19 05:52:00,-14.1,-29.9,79.0,30.76,9.0,South,6.9,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-414215,MapQuest,202.0,2,2017-04-17 07:38:47,2017-04-17 08:38:24,34.368835,-84.927216,,,0.01,Serious accident on US-41 Joe Frank Harris Pkwy at Cherry St.,5827.0,Joe Frank Harris Pkwy NW,L,Adairsville,Bartow,GA,30103-3010,US,US/Eastern,KRMG,2017-04-17 07:53:00,60.1,,86.0,30.12,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1152328,MapQuest,201.0,3,2018-05-21 07:45:35,2018-05-21 08:15:16,33.532894,-86.798286,,,0.0,Accident on I-20 Westbound at Exit 126B I-59 I-20.,,31st St N,R,Birmingham,Jefferson,AL,35234,US,US/Central,KBHM,2018-05-21 07:53:00,73.0,,73.0,30.12,10.0,East,10.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1264136,MapQuest,201.0,2,2018-03-16 16:25:23,2018-03-16 17:24:55,35.224503000000006,-80.897896,,,0.0,Accident on US-74 Wilkinson Blvd at Westerly Hills Dr.,,Old Steele Creek Rd,R,Charlotte,Mecklenburg,NC,28208,US,US/Eastern,KCLT,2018-03-16 16:52:00,71.1,,27.0,29.93,10.0,WNW,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-673868,MapQuest,201.0,3,2019-01-25 05:13:02,2019-01-25 06:12:21,41.74585,-72.70908399999999,,,0.8600000143050001,Accident on entry ramp to I-84 Eastbound from Flatbush Ave.,333.0,Brookfield St,R,Hartford,Hartford,CT,06106-3755,US,US/Eastern,KHFD,2019-01-25 04:53:00,30.9,,64.0,29.82,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-153694,MapQuest,201.0,2,2016-09-26 21:50:46,2016-09-26 22:20:12,34.314147999999996,-82.706947,,,0.0,Accident on Parker Bowie Rd both ways at Hendrix Ln.,1562.0,Parker Bowie Rd,L,Iva,Anderson,SC,29655-9016,US,US/Eastern,KAND,2016-09-26 21:56:00,69.1,,93.0,30.04,9.0,SE,6.9,0.44,Light Thunderstorms and Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2191776,Bing,,3,2017-12-19 15:14:08,2017-12-19 21:14:08,41.86414,-87.91763,41.866890000000005,-87.91657,0.198,Ramp to I-290/Eisenhower Expy - Accident.,,I-294 N,R,Hillside,Cook,IL,60162,US,US/Central,KORD,2017-12-19 14:51:00,50.0,,32.0,29.97,10.0,West,12.7,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1678747,MapQuest,201.0,2,2017-08-08 16:53:30,2017-08-08 17:38:14,30.223637,-92.05890699999999,,,0.0,Accident on Eraste Landry Rd at Banks Ave.,1324.0,Eraste Landry Rd,R,Lafayette,Lafayette,LA,70506-1921,US,US/Central,KLFT,2017-08-08 16:53:00,87.1,,67.0,29.94,10.0,East,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1004421,MapQuest,201.0,2,2018-07-06 16:32:26,2018-07-06 17:02:04,26.714062,-80.09938000000001,,,0.0,Accident on Village Blvd near Brandywine Rd.,,Village Blvd,R,West Palm Beach,Palm Beach,FL,33409,US,US/Eastern,KPBI,2018-07-06 16:53:00,86.0,,67.0,30.06,10.0,SE,10.4,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-963040,MapQuest,201.0,2,2018-08-15 12:54:02,2018-08-15 13:23:53,31.756075,-106.274101,,,0.0,Accident on FM-659 Zaragoza Rd at Saul Kleinfeld Dr.,1700.0,Saul Kleinfeld Dr,L,El Paso,El Paso,TX,79936-3742,US,US/Mountain,KELP,2018-08-15 12:51:00,91.9,,27.0,29.8,10.0,Variable,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1786205,Bing,,2,2016-11-18 08:41:57,2016-11-18 14:41:57,41.797274,-88.103207,41.797055,-88.104411,0.064,At Beau Bien Blvd - Accident.,2572.0, Ogden Ave,L,Lisle,DuPage,IL,60532,US,US/Central,KDPA,2016-11-18 08:52:00,60.1,,62.0,29.78,10.0,South,17.3,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-522003,MapQuest-Bing,201.0,3,2019-03-07 18:39:01,2019-03-07 19:07:39,40.629883,-111.86269399999999,,,0.0,Accident on I-215 Eastbound at Exit 9 / Union Park Ave.,,I-215 E,R,Midvale,Salt Lake,UT,84047,US,US/Mountain,KU42,2019-03-07 18:35:00,41.9,38.2,87.0,29.86,10.0,SSW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-414581,MapQuest,201.0,3,2017-04-24 08:03:39,2017-04-24 08:33:18,33.50013,-84.638992,,,0.01,Right hand shoulder blocked due to accident on I-85 Southbound at Exit 56 Collinsworth Rd.,,Collinsworth Rd,R,Palmetto,Coweta,GA,30268,US,US/Eastern,KFFC,2017-04-24 07:53:00,53.1,,96.0,29.75,10.0,NNE,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1211042,MapQuest,201.0,3,2018-04-19 06:31:21,2018-04-19 07:01:00,36.130558,-86.898239,,,0.49000000953699996,Accident on exit ramp from I-40 Eastbound to US-70.,,Charlotte Pike,R,Nashville,Davidson,TN,37209,US,US/Central,KBNA,2018-04-19 06:53:00,43.0,35.7,53.0,30.14,10.0,NNW,15.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1266311,MapQuest,201.0,3,2018-03-17 17:33:24,2018-03-17 18:18:06,26.439394,-80.088898,,,0.0,Left lane blocked due to accident on I-95 Southbound at Exit 51 Linton Blvd.,,I-95 N,R,Delray Beach,Palm Beach,FL,33444,US,US/Eastern,KBCT,2018-03-17 17:47:00,75.2,,50.0,30.02,10.0,SE,13.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1154576,MapQuest,201.0,2,2018-05-22 08:51:50,2018-05-22 09:36:33,30.345740999999997,-97.768074,,,0.0,Accident on Dry Creek Dr at Glengarry Dr.,3920.0,Dry Creek Dr,R,Austin,Travis,TX,78731-3830,US,US/Central,KATT,2018-05-22 08:51:00,75.9,,82.0,30.01,10.0,Variable,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-776737,MapQuest,201.0,2,2018-11-16 06:07:39,2018-11-16 07:07:23,33.486374,-82.111465,,,0.0,Accident on Interstate Pkwy at County Hwy-422 Frontage Rd.,1101.0,Interstate Pkwy,L,Augusta,Richmond,GA,30909-6418,US,US/Eastern,KDNL,2018-11-16 05:53:00,35.1,27.4,76.0,30.12,10.0,WNW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1846281,Bing,,3,2017-01-19 04:15:23,2017-01-19 10:15:23,34.03069,-118.25814,34.03235,-118.26288999999998,0.295,At Maple Ave/Los Angeles St/Exit 14A - Accident.,,I-10 W,R,Los Angeles,Los Angeles,CA,90015,US,US/Pacific,KCQT,2017-01-19 04:08:00,53.1,,93.0,29.96,2.0,Variable,6.9,0.08,Heavy Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1866825,Bing,,2,2016-06-27 17:02:25,2016-06-27 23:02:25,34.587126,-118.166102,34.587126,-118.166099,0.0,At Louise Ln - Accident.,1987.0, Elizabeth Lake Rd,R,Palmdale,Los Angeles,CA,93551,US,US/Pacific,KPMD,2016-06-27 16:53:00,100.9,,17.0,29.86,10.0,WSW,21.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-205956,MapQuest,201.0,2,2016-11-17 21:14:17,2016-11-17 21:44:17,41.361187,-74.180214,,,0.0,Accident on Fort Worth Pl both ways around Dallas Dr.,99.0,Dallas Dr,R,Monroe,Orange,NY,10950-2324,US,US/Eastern,KSWF,2016-11-17 20:45:00,41.0,,87.0,30.1,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1836277,Bing,,2,2016-06-20 13:58:50,2016-06-20 19:58:50,40.755346,-73.95093299999999,40.756365,-73.95327900000001,0.142,At 60th St/2nd Ave - Accident.,,Ed Koch Queensboro Brg W,R,Long Island City,Queens,NY,11101,US,US/Eastern,KNYC,2016-06-20 13:51:00,82.0,,52.0,30.08,8.0,South,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-467263,MapQuest,201.0,2,2017-06-21 18:06:46,2017-06-21 19:06:27,26.506739000000003,-81.517738,,,0.0,Accident on FL-82 at County Hwy-850.,7399.0,State Road 82,R,Immokalee,Collier,FL,34142,US,US/Eastern,KIMM,2017-06-21 18:15:00,80.6,,84.0,30.01,10.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1830288,Bing,,4,2016-07-22 10:57:17,2016-07-22 16:57:17,34.508409,-114.34947,34.519726,-114.34953200000001,0.782,Closed between Kiowa Blvd N/Kiowa Ave and Jacob Row - Road closed due to accident.,3449.0, Highway 95 N,L,Lake Havasu City,Mohave,AZ,86404-9586,US,US/Pacific,KEED,2016-07-22 10:56:00,111.0,,8.0,29.78,10.0,SSE,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-687219,MapQuest,201.0,2,2018-11-30 09:48:53,2018-11-30 10:18:41,29.729776,-95.605743,,,0.0,Accident on Richmond Ave at Dairy Ashford Rd.,3153.0,S Dairy Ashford St,R,Houston,Harris,TX,77082-2301,US,US/Central,KSGR,2018-11-30 09:53:00,75.0,,84.0,29.84,10.0,SSE,15.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1731325,Bing,,2,2016-05-26 19:24:06,2016-05-27 01:24:06,36.40118,-119.69096,36.40118,-119.69096,0.0,Between 14th Ave and Excelsior Ave - Accident.,12997.0, Excelsior Ave,R,Hanford,Kings,CA,93230-9593,US,US/Pacific,KHJO,2016-05-26 19:53:00,78.1,,33.0,29.93,10.0,NNW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-29177,MapQuest,201.0,3,2016-08-29 19:19:16,2016-08-29 19:49:16,37.8764,-122.04636399999998,,,0.0,Accident on I-680 Northbound at Exit 44 Broadway.,,I-680 N,R,Alamo,Contra Costa,CA,94507,US,US/Pacific,KCCR,2016-08-29 18:53:00,72.0,,49.0,29.95,10.0,West,11.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2174319,Bing,,2,2018-01-14 08:59:30,2018-01-14 14:59:30,38.93865,-94.60309000000001,38.935970000000005,-94.61153,0.49,At State Line Rd/Exit 75 - Accident. Left lane blocked.,,US-50 W,R,Kansas City,Jackson,MO,64114,US,US/Central,KNKA,2018-01-14 03:34:00,,,,,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1891251,Bing,,2,2017-03-06 12:22:09,2017-03-06 18:22:09,35.147059999999996,-80.72435899999999,35.14705,-80.72435,0.001,At Sardis Rd - Accident.,,E Independence Blvd,R,Charlotte,Mecklenburg,NC,28227,US,US/Eastern,KEQY,2017-03-06 11:53:00,54.0,,64.0,30.53,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2045334,Bing,,2,2018-11-15 05:58:21,2018-11-15 06:27:41,33.00166,-117.08223000000001,32.9933,-117.08395,0.586,At Camino Del Norte - Accident.,,Escondido Fwy S,R,San Diego,San Diego,CA,92127,US,US/Pacific,KRNM,2018-11-15 05:53:00,41.0,,31.0,30.09,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1529727,MapQuest,201.0,2,2017-11-29 06:46:11,2017-11-29 07:16:02,36.568740999999996,-119.556793,,,0.0,Accident on Rose Ave at Academy Ave.,13000.0,E Rose Ave,L,Selma,Fresno,CA,93662-9727,US,US/Pacific,KFAT,2017-11-29 06:40:00,41.0,39.0,96.0,30.17,2.0,East,3.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1556433,MapQuest,201.0,2,2017-10-12 19:10:29,2017-10-12 19:40:17,37.187775,-93.22964499999999,,,0.0,Accident on Bennett St at Gelven Ave.,3248.0,E Bennett St,R,Springfield,Greene,MO,65804,US,US/Central,KSGF,2017-10-12 18:52:00,66.9,,63.0,30.01,10.0,SE,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-811046,MapQuest,201.0,3,2018-10-03 17:15:51,2018-10-03 18:00:21,37.910786,-122.31713899999998,,,0.0,#2 lane blocked due to accident on I-80 Eastbound before Exit 14B Carlson Blvd.,,I-80 E,R,Richmond,Contra Costa,CA,94804,US,US/Pacific,KCCR,2018-10-03 16:53:00,73.9,,57.0,29.82,10.0,WSW,15.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-325551,MapQuest,201.0,3,2017-02-03 16:11:12,2017-02-03 16:40:54,42.945995,-83.715477,,,0.01,Accident on I-75 Northbound at Hill Rd.,,I-75 N,R,Flint,Genesee,MI,48507,US,US/Eastern,KFNT,2017-02-03 15:53:00,19.0,3.2,57.0,30.35,10.0,WNW,19.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1669714,MapQuest,201.0,3,2017-08-03 18:11:07,2017-08-03 18:40:50,32.826107,-96.62481700000001,,,0.0,#3 lane blocked due to accident on Interstate 30 Eastbound at Galloway Ave.,,R L Thornton Fwy E,R,Mesquite,Dallas,TX,75150,US,US/Central,KHQZ,2017-08-03 17:50:00,89.6,,49.0,29.98,10.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-100203,MapQuest,244.0,3,2016-04-06 10:43:15,2016-04-06 11:13:15,34.081623,-117.71933,,,0.0,Shoulder blocked due to accident on I-10 Westbound at Exit 47 Indian Hill Blvd.,,I-10 E,R,Claremont,Los Angeles,CA,91711,US,US/Pacific,KPOC,2016-04-06 10:47:00,80.6,,24.0,30.09,10.0,East,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2211707,Bing,,2,2017-10-11 07:31:54,2017-10-11 13:31:54,38.935970000000005,-94.61153,38.93306,-94.63318000000001,1.181,Between State Line Rd/Exit 75 and Roe Ave/Exit 77 - Accident.,,US-50 W,R,Leawood,Johnson,KS,66206,US,US/Central,KOJC,2017-10-11 07:53:00,45.0,43.5,86.0,30.24,10.0,WNW,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1683239,MapQuest,201.0,2,2017-08-10 13:39:13,2017-08-10 14:08:45,27.388415999999996,-82.496201,,,0.0,Center lane blocked due to accident on Country Park Way Westbound at University Pkwy .,,Conservatory Ln,R,Sarasota,Sarasota,FL,34243,US,US/Eastern,KSRQ,2017-08-10 13:53:00,89.1,,59.0,30.09,10.0,West,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
